state,session,chamber,bill_id,date,action,actor,type
id,2011,lower,H 1,2011-01-17 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 1,2011-01-18 00:00:00,Rpt prt - to Health/Wel,lower,committee:referred
id,2011,lower,H 10,2011-01-17 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 10,2011-01-18 00:00:00,Rpt prt - to Rev/Tax,lower,committee:referred
id,2011,lower,H 10,2011-01-20 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 10,2011-01-21 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 10,2011-01-24 00:00:00,"3rd rdg - PASSED - 67-0-3AYES -- Andrus, Barbieri, Barrett, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Boyle, Buckner-Webb, Burgoyne(Herzfeld), Chadderdon(Chadderdon), Chew, Collins, Crane, Cronin, DeMordaunt, Ellsworth, Eskridge, Gibbs, Guthrie, Hagedorn, Hart, Hartgen, Harwood, Henderson, Higgins, Jaquet, King, Lacey, Lake, Loertscher, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nielsen, Nonini, Palmer, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Shepherd, Shirley, Simpson, Sims, Smith(24), Stevenson, Takasugi(Batt), Thayn, Thompson, Trail, Vander Woude, Wills, Wood(27), Wood(35), Mr. SpeakerNAYS -- NoneAbsent and excused -- Anderson, Killen, Smith(30)Floor Sponsor - BayerTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 10,2011-01-25 00:00:00,Senate intro - 1st rdg - to Loc Gov,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 10,2011-02-03 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 10,2011-02-04 00:00:00,2nd rdg - to 3rd rdg,upper,bill:reading:3
id,2011,lower,H 10,2011-02-08 00:00:00,"3rd rdg - PASSED - 35-0-0AYES -- Andreason, Bair, Bilyeu, Bock, Brackett, Broadsword, Cameron, Corder, Darrington, Davis, Fulcher, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, Malepeai, McGee, McKague, McKenzie, Mortimer, Nuxoll, Pearce, Schmidt, Siddoway, Smyser, Stegner, Stennett, Tippets, Toryanski, Vick, Werk, WinderNAYS -- NoneAbsent and excused -- NoneFloor Sponsor - HammondTitle apvd - to House",upper,bill:reading:3|bill:passed
id,2011,lower,H 10,2011-02-09 00:00:00,To enrol,lower,other
id,2011,lower,H 10,2011-02-10 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 10,2011-02-11 00:00:00,Pres signed,lower,other
id,2011,lower,H 10,2011-02-14 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 10,2011-02-15 00:00:00,Delivered to Governor on 02/14,lower,other
id,2011,lower,H 10,2011-02-15 00:00:00,Governor signedSession Law Chapter 4Effective: 07/01/11,lower,governor:signed
id,2011,lower,H 100,2011-02-03 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 100,2011-02-04 00:00:00,Rpt prt - to 2nd rdg,lower,other
id,2011,lower,H 100,2011-02-07 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 100,2011-02-08 00:00:00,"3rd rdg - PASSED - 66-0-4AYES -- Anderson, Andrus, Barbieri, Barrett, Bateman, Bell, Bilbao, Black, Block, Bolz, Boyle, Buckner-Webb, Burgoyne, Chadderdon(Chadderdon), Chew, Collins, Crane, Cronin, DeMordaunt, Ellsworth, Eskridge, Gibbs(Wheeler), Guthrie, Hagedorn, Hart, Hartgen, Harwood, Higgins, Jaquet, Killen, King, Lacey, Lake, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nielsen, Nonini, Palmer, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Shepherd, Shirley, Simpson, Sims, Smith(30), Smith(24), Stevenson, Takasugi(Batt), Thayn, Thompson, Trail, Vander Woude, Wills, Wood(27), Wood(35), Mr. SpeakerNAYS -- NoneAbsent and excused -- Bayer, Bedke, Henderson, LoertscherFloor Sponsor - TrailTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 100,2011-02-09 00:00:00,Senate intro - 1st rdg - to Agric Aff,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 100,2011-03-01 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 100,2011-03-02 00:00:00,2nd rdg - to 3rd rdg,upper,bill:reading:3
id,2011,lower,H 100,2011-03-03 00:00:00,"3rd rdg - PASSED - 34-0-1AYES -- Andreason, Bair, Bilyeu, Bock, Broadsword, Cameron, Corder, Darrington, Davis, Fulcher, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, Malepeai, McGee, McKague, McKenzie, Mortimer, Nuxoll, Pearce, Schmidt, Siddoway, Smyser, Stegner, Stennett, Tippets, Toryanski, Vick, Werk, WinderNAYS -- NoneAbsent and excused -- BrackettFloor Sponsor - HammondTitle apvd - to House",upper,bill:reading:3|bill:passed
id,2011,lower,H 100,2011-03-04 00:00:00,To enrol,lower,other
id,2011,lower,H 100,2011-03-07 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 100,2011-03-08 00:00:00,Pres signed,lower,other
id,2011,lower,H 100,2011-03-09 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 100,2011-03-10 00:00:00,Delivered to Governor on 03/09,lower,other
id,2011,lower,H 100,2011-03-11 00:00:00,Governor signedSession Law Chapter 54Effective: 07/01/11,lower,governor:signed
id,2011,lower,H 101,2011-02-03 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 101,2011-02-04 00:00:00,Rpt prt - to Agric Aff,lower,committee:referred
id,2011,lower,H 101,2011-02-15 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 101,2011-02-16 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 101,2011-02-18 00:00:00,"3rd rdg - PASSED - 51-10-9AYES -- Andrus, Barrett, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Buckner-Webb, Burgoyne, Chadderdon(Chadderdon), Chew, Collins, Crane, Cronin, Ellsworth, Eskridge, Gibbs(Wheeler), Guthrie, Hartgen, Higgins, Jaquet, Killen, King, Lacey, Lake, Luker, Marriott, McGeachin, McMillan, Nesset, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Simpson, Smith(30), Stevenson, Takasugi(Batt), Thayn, Thompson, Trail, Vander Woude, Wood(27), Wood(35)NAYS -- Barbieri, Boyle, DeMordaunt, Harwood, Moyle, Nonini, Palmer, Shepherd, Sims, Mr. SpeakerAbsent and excused -- Anderson, Hagedorn, Hart, Henderson, Loertscher, Nielsen, Shirley, Smith(24), WillsFloor Sponsor - LakeTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 101,2011-02-21 00:00:00,Senate intro - 1st rdg - to Agric Aff,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 101,2011-03-01 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 101,2011-03-02 00:00:00,2nd rdg - to 3rd rdg,upper,bill:reading:3
id,2011,lower,H 101,2011-03-03 00:00:00,"3rd rdg - PASSED - 29-5-1AYES -- Andreason, Bair, Bilyeu, Bock, Broadsword, Cameron, Corder, Darrington, Davis, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, Malepeai, McGee, McKenzie, Mortimer, Nuxoll, Schmidt, Siddoway, Smyser, Stegner, Stennett, Tippets, Toryanski, WerkNAYS -- Fulcher, McKague, Pearce, Vick, WinderAbsent and excused -- BrackettFloor Sponsor - CorderTitle apvd - to House",upper,bill:reading:3|bill:passed
id,2011,lower,H 101,2011-03-04 00:00:00,To enrol,lower,other
id,2011,lower,H 101,2011-03-07 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 101,2011-03-08 00:00:00,Pres signed,lower,other
id,2011,lower,H 101,2011-03-09 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 101,2011-03-10 00:00:00,Delivered to Governor on 03/09,lower,other
id,2011,lower,H 101,2011-03-11 00:00:00,Governor signedSession Law Chapter 55Effective: 07/01/11,lower,governor:signed
id,2011,lower,H 102,2011-02-03 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 102,2011-02-04 00:00:00,Rpt prt - to 2nd rdg,lower,other
id,2011,lower,H 102,2011-02-04 00:00:00,"Rls susp - PASSED - 65-0-5AYES -- Anderson, Barbieri, Barrett, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Boyle, Buckner-Webb, Burgoyne, Chadderdon(Chadderdon), Chew, Collins, Cronin, DeMordaunt, Ellsworth, Eskridge, Guthrie, Hagedorn, Hart, Hartgen, Harwood, Henderson, Higgins, Jaquet, Killen, King, Lacey, Lake, Loertscher, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nielsen, Nonini, Palmer, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Shepherd, Shirley, Simpson, Sims, Smith(30), Stevenson, Takasugi(Batt), Thompson, Trail, Vander Woude, Wills, Wood(27), Wood(35), Mr. SpeakerNAYS -- NoneAbsent and excused -- Andrus, Crane, Gibbs(Wheeler), Smith(24), ThaynFloor Sponsor - LakeTitle apvd - to Senate",lower,bill:passed
id,2011,lower,H 102,2011-02-04 00:00:00,Senate intro - 1st rdg - to Loc Gov,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 102,2011-02-09 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 102,2011-02-09 00:00:00,"Rls susp - PASSED - 35-0-0AYES -- Andreason, Bair, Bilyeu, Bock, Brackett, Broadsword, Cameron, Corder, Darrington, Davis, Fulcher, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, Malepeai, McGee, McKague, McKenzie, Mortimer, Nuxoll, Pearce, Schmidt, Siddoway, Smyser, Stegner, Stennett, Tippets, Toryanski, Vick, Werk, WinderNAYS -- NoneAbsent and excused -- NoneFloor Sponsor - StegnerTitle apvd - to House",upper,bill:passed
id,2011,lower,H 102,2011-02-10 00:00:00,To enrol,lower,other
id,2011,lower,H 102,2011-02-10 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 102,2011-02-10 00:00:00,Pres signed,lower,other
id,2011,lower,H 102,2011-02-10 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 102,2011-02-11 00:00:00,Delivered to Governor on 02/10,lower,other
id,2011,lower,H 102,2011-02-11 00:00:00,Governor signedSession Law Chapter 1Effective: 01/01/10,lower,governor:signed
id,2011,lower,H 103,2011-02-03 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 103,2011-02-04 00:00:00,Rpt prt - to St Aff,lower,committee:referred
id,2011,lower,H 104,2011-02-03 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 104,2011-02-04 00:00:00,Rpt prt - to Educ,lower,committee:referred
id,2011,lower,H 104,2011-02-18 00:00:00,Rpt out - to Gen Ord,lower,committee:passed
id,2011,lower,H 104,2011-02-24 00:00:00,Rpt out amen - to engros,lower,committee:passed
id,2011,lower,H 104,2011-02-25 00:00:00,Rpt engros - 1st rdg - to 2nd rdg as amen,lower,other
id,2011,lower,H 104,2011-02-28 00:00:00,2nd rdg - to 3rd rdg as amen,lower,bill:reading:3
id,2011,lower,H 104,2011-03-04 00:00:00,"3rd rdg as amen - PASSED - 55-14-1AYES -- Anderson, Andrus, Barbieri, Barrett, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Boyle, Chadderdon(Chadderdon), Chew, Collins, Crane, DeMordaunt, Ellsworth, Eskridge, Gibbs(Wheeler), Guthrie, Hagedorn, Hart, Hartgen, Harwood, Henderson, Lake, Loertscher, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nielsen, Nonini, Palmer, Patrick, Perry, Raybould, Roberts, Schaefer, Shepherd, Shirley, Simpson, Sims, Stevenson, Takasugi(Batt), Thayn, Thompson, Vander Woude, Wills, Wood(27), Mr. SpeakerNAYS -- Buckner-Webb, Burgoyne, Cronin, Higgins, Jaquet, Killen, King, Lacey, Pence, Ringo, Rusche, Smith(30), Smith(24), TrailAbsent and excused -- Wood(35)Floor Sponsor - DeMordauntTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 104,2011-03-07 00:00:00,Senate intro - 1st rdg - to Educ,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 105,2011-02-03 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 105,2011-02-04 00:00:00,Rpt prt - to Educ,lower,committee:referred
id,2011,lower,H 105,2011-02-09 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 105,2011-02-10 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 105,2011-02-15 00:00:00,"3rd rdg - PASSED - 70-0-0AYES -- Anderson, Andrus, Barbieri, Barrett, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Boyle, Buckner-Webb, Burgoyne, Chadderdon(Chadderdon), Chew, Collins, Crane, Cronin, DeMordaunt, Ellsworth, Eskridge, Gibbs(Wheeler), Guthrie, Hagedorn, Hart, Hartgen, Harwood, Henderson, Higgins, Jaquet, Killen, King, Lacey, Lake, Loertscher, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nielsen, Nonini, Palmer, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Shepherd, Shirley, Simpson, Sims, Smith(30), Smith(24), Stevenson, Takasugi(Batt), Thayn, Thompson, Trail, Vander Woude, Wills, Wood(27), Wood(35), Mr. SpeakerNAYS -- NoneAbsent and excused -- NoneFloor Sponsors - Jaquet & PenceTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 105,2011-02-16 00:00:00,Senate intro - 1st rdg - to Com/HuRes,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 105,2011-02-23 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 105,2011-02-24 00:00:00,2nd rdg - to 3rd rdg,upper,bill:reading:3
id,2011,lower,H 105,2011-03-02 00:00:00,"3rd rdg - PASSED - 35-0-0AYES -- Andreason, Bair, Bilyeu, Bock, Brackett, Broadsword, Cameron, Corder, Darrington, Davis, Fulcher, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, Malepeai, McGee, McKague, McKenzie, Mortimer, Nuxoll, Pearce, Schmidt, Siddoway, Smyser, Stegner, Stennett, Tippets, Toryanski, Vick, Werk, WinderNAYS -- NoneAbsent and excused -- NoneFloor Sponsor - CameronTitle apvd - to House",upper,bill:reading:3|bill:passed
id,2011,lower,H 105,2011-03-03 00:00:00,To enrol,lower,other
id,2011,lower,H 105,2011-03-04 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 105,2011-03-07 00:00:00,Pres signed,lower,other
id,2011,lower,H 105,2011-03-08 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 105,2011-03-09 00:00:00,Delivered to Governor on 03/08,lower,other
id,2011,lower,H 105,2011-03-08 00:00:00,Governor signedSession Law Chapter 43Effective: 07/01/10 Section 1;07/01/09 Section 2,lower,governor:signed
id,2011,lower,H 106,2011-02-03 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 106,2011-02-04 00:00:00,Rpt prt - to St Aff,lower,committee:referred
id,2011,lower,H 107,2011-02-04 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 107,2011-02-07 00:00:00,Rpt prt - to Res/Con,lower,committee:referred
id,2011,lower,H 108,2011-02-04 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 108,2011-02-07 00:00:00,Rpt prt - to Com/HuRes,lower,committee:referred
id,2011,lower,H 108,2011-02-28 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 108,2011-03-01 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 108,2011-03-04 00:00:00,"3rd rdg - PASSED - 61-4-5AYES -- Anderson, Andrus, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Boyle, Buckner-Webb, Burgoyne, Chadderdon(Chadderdon), Chew, Collins, Crane, Cronin, DeMordaunt, Ellsworth, Eskridge, Gibbs(Wheeler), Guthrie, Hagedorn, Hartgen, Henderson, Higgins, Jaquet, Killen, King, Lacey, Lake, Loertscher, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nielsen, Nonini, Palmer, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Shepherd, Smith(24), Stevenson, Takasugi(Batt), Thayn, Thompson, Trail, Vander Woude, Wills, Wood(27), Mr. SpeakerNAYS -- Barbieri, Barrett, Hart, SimsAbsent and excused -- Harwood, Shirley, Simpson, Smith(30), Wood(35)Floor Sponsor - LakeTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 108,2011-03-07 00:00:00,Senate intro - 1st rdg - to Com/HuRes,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 108,2011-03-09 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 108,2011-03-10 00:00:00,2nd rdg - to 3rd rdg,upper,bill:reading:3
id,2011,lower,H 108,2011-03-11 00:00:00,"3rd rdg - PASSED - 34-0-1AYES -- Andreason, Bair, Bilyeu, Bock, Brackett, Cameron, Corder, Darrington, Davis, Fulcher, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, Malepeai, McGee, McKague, McKenzie, Mortimer, Nuxoll, Pearce, Schmidt, Siddoway, Smyser, Stegner, Stennett, Tippets, Toryanski, Vick, Werk, WinderNAYS -- NoneAbsent and excused -- BroadswordFloor Sponsor - GoeddeTitle apvd - to House",upper,bill:reading:3|bill:passed
id,2011,lower,H 108,2011-03-14 00:00:00,To enrol,lower,other
id,2011,lower,H 108,2011-03-15 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 108,2011-03-16 00:00:00,Pres signed,lower,other
id,2011,lower,H 108,2011-03-17 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 108,2011-03-18 00:00:00,Delivered to Governor on 03/17,lower,other
id,2011,lower,H 108,2011-03-22 00:00:00,Governor signedSession Law Chapter 111Effective: 03/22/11,lower,governor:signed
id,2011,lower,H 109,2011-02-04 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 109,2011-02-07 00:00:00,Rpt prt - to Com/HuRes,lower,committee:referred
id,2011,lower,H 109,2011-02-24 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 109,2011-02-25 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 109,2011-03-02 00:00:00,"3rd rdg - PASSED - 41-28-1AYES -- Anderson, Bedke, Bell, Bilbao, Black, Block, Bolz, Buckner-Webb, Burgoyne, Chew, Collins, Cronin, Ellsworth, Eskridge, Gibbs(Wheeler), Guthrie, Hartgen, Higgins, Jaquet, King, Lacey, Lake, Loertscher, Luker, Moyle, Nesset, Patrick, Pence, Perry, Raybould, Ringo, Rusche, Shirley, Smith(30), Smith(24), Stevenson, Trail, Wills, Wood(27), Wood(35), Mr. SpeakerNAYS -- Andrus, Barbieri, Barrett, Bateman, Bayer, Boyle, Chadderdon(Chadderdon), Crane, DeMordaunt, Hagedorn, Hart, Harwood, Henderson, Marriott, McGeachin, McMillan, Nielsen, Nonini, Palmer, Roberts, Schaefer, Shepherd, Simpson, Sims, Takasugi(Batt), Thayn, Thompson, Vander WoudeAbsent and excused -- KillenFloor Sponsor - LakeTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 109,2011-03-03 00:00:00,Senate intro - 1st rdg - to Com/HuRes,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 109,2011-03-09 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 109,2011-03-10 00:00:00,2nd rdg - to 3rd rdg,upper,bill:reading:3
id,2011,lower,H 109,2011-03-11 00:00:00,"3rd rdg - PASSED - 24-7-4AYES -- Andreason, Bair, Bilyeu, Bock, Brackett, Cameron, Corder, Darrington, Davis, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, McGee, Siddoway, Stegner, Stennett, Tippets, Toryanski, Werk, WinderNAYS -- Fulcher, McKague, Mortimer, Nuxoll, Pearce, Smyser, VickAbsent and excused -- Broadsword, Malepeai, McKenzie, SchmidtFloor Sponsor - CameronTitle apvd - to House",upper,bill:reading:3|bill:passed
id,2011,lower,H 109,2011-03-14 00:00:00,To enrol,lower,other
id,2011,lower,H 109,2011-03-15 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 109,2011-03-16 00:00:00,Pres signed,lower,other
id,2011,lower,H 109,2011-03-17 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 109,2011-03-18 00:00:00,Delivered to Governor on 03/17,lower,other
id,2011,lower,H 109,2011-03-22 00:00:00,Governor signedSession Law Chapter 112Effective: 01/01/11,lower,governor:signed
id,2011,lower,H 11,2011-01-17 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 11,2011-01-18 00:00:00,Rpt prt - to Rev/Tax,lower,committee:referred
id,2011,lower,H 11,2011-01-24 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 11,2011-01-25 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 11,2011-01-26 00:00:00,"3rd rdg - PASSED - 69-0-1AYES -- Anderson, Andrus, Barbieri, Barrett, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Boyle, Buckner-Webb, Burgoyne(Herzfeld), Chadderdon(Chadderdon), Chew, Collins, Crane, Cronin, DeMordaunt, Ellsworth, Eskridge, Gibbs, Guthrie, Hagedorn, Hart, Hartgen, Harwood, Henderson, Higgins, Jaquet, Killen, King, Lacey, Lake, Loertscher, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nonini, Palmer, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Shepherd, Shirley, Simpson, Sims, Smith(30), Smith(24), Stevenson, Takasugi(Batt), Thayn, Thompson, Trail, Vander Woude, Wills, Wood(27), Wood(35), Mr. SpeakerNAYS -- NoneAbsent and excused -- NielsenFloor Sponsor - RobertsTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 11,2011-01-27 00:00:00,Senate intro - 1st rdg - to Loc Gov,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 11,2011-02-03 00:00:00,Rpt out - rec d/p - to 2nd rdg,upper,committee:passed:favorable
id,2011,lower,H 11,2011-02-04 00:00:00,2nd rdg - to 3rd rdg,upper,bill:reading:3
id,2011,lower,H 11,2011-02-09 00:00:00,"3rd rdg - PASSED - 35-0-0AYES -- Andreason, Bair, Bilyeu, Bock, Brackett, Broadsword, Cameron, Corder, Darrington, Davis, Fulcher, Goedde, Hammond, Heider, Hill, Keough, LeFavour, Lodge, Malepeai, McGee, McKague, McKenzie, Mortimer, Nuxoll, Pearce, Schmidt, Siddoway, Smyser, Stegner, Stennett, Tippets, Toryanski, Vick, Werk, WinderNAYS -- NoneAbsent and excused -- NoneFloor Sponsor - SiddowayTitle apvd - to House",upper,bill:reading:3|bill:passed
id,2011,lower,H 11,2011-02-10 00:00:00,To enrol,lower,other
id,2011,lower,H 11,2011-02-11 00:00:00,Rpt enrol - Sp signed,lower,other
id,2011,lower,H 11,2011-02-14 00:00:00,Pres signed,lower,other
id,2011,lower,H 11,2011-02-15 00:00:00,To Governor,lower,governor:received
id,2011,lower,H 11,2011-02-16 00:00:00,Delivered to Governor on 02/15,lower,other
id,2011,lower,H 11,2011-02-18 00:00:00,Governor signedSession Law Chapter 5Effective: 07/01/11,lower,governor:signed
id,2011,lower,H 110,2011-02-04 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 110,2011-02-07 00:00:00,Rpt prt - to Loc Gov,lower,committee:referred
id,2011,lower,H 110,2011-02-17 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 110,2011-02-18 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
id,2011,lower,H 110,2011-03-01 00:00:00,"3rd rdg - PASSED - 67-0-3AYES -- Anderson, Andrus, Barbieri, Barrett, Bateman, Bayer, Bedke, Bell, Bilbao, Black, Block, Bolz, Boyle, Buckner-Webb, Burgoyne, Chadderdon(Chadderdon), Chew, Collins, Crane, Cronin, DeMordaunt, Ellsworth, Eskridge, Gibbs(Wheeler), Guthrie, Hagedorn, Hart, Hartgen, Harwood, Henderson, Higgins, Jaquet, Killen, King, Lacey, Loertscher, Luker, Marriott, McGeachin, McMillan, Moyle, Nesset, Nielsen, Nonini, Palmer, Patrick, Pence, Perry, Raybould, Ringo, Roberts, Rusche, Schaefer, Shepherd, Shirley, Simpson, Sims, Smith(30), Smith(24), Stevenson, Takasugi(Batt), Thompson, Trail, Vander Woude, Wood(27), Wood(35), Mr. SpeakerNAYS -- NoneAbsent and excused -- Lake, Thayn, WillsFloor Sponsor - BarbieriTitle apvd - to Senate",lower,bill:reading:3|bill:passed
id,2011,lower,H 110,2011-03-02 00:00:00,Senate intro - 1st rdg - to Loc Gov,upper,bill:introduced|bill:reading:1|committee:referred
id,2011,lower,H 110,2011-03-17 00:00:00,Rpt out - to 14th Ord,upper,committee:passed
id,2011,lower,H 110,2011-03-24 00:00:00,Rpt out w/o amen - Ref'd to Loc Gov,upper,committee:passed
id,2011,lower,H 111,2011-02-04 00:00:00,House intro - 1st rdg - to printing,lower,bill:introduced|bill:reading:1
id,2011,lower,H 111,2011-02-07 00:00:00,Rpt prt - to Jud,lower,committee:referred
id,2011,lower,H 111,2011-02-10 00:00:00,Rpt out - rec d/p - to 2nd rdg,lower,committee:passed:favorable
id,2011,lower,H 111,2011-02-11 00:00:00,2nd rdg - to 3rd rdg,lower,bill:reading:3
