ORL000036,E. Terry Beyer,E. Terry,,Beyer,,,False,or,,,,4825ffefcf514b27b991213465188b12,http://www.leg.state.or.us/beyert/member_photo.jpg,2011-06-13 14:45:49.641000,2013-01-15 16:11:15.477000
ORL000001,Jason Atkinson,Jason,,Atkinson,,,False,or,,,,500ea20392e34db792ea4cdd0e72fa8e,http://www.leg.state.or.us/atkinson/member_photo.jpg,2011-06-13 14:45:49.471000,2013-01-15 16:11:15.497000
ORL000004,Suzanne Bonamici,Suzanne,,Bonamici,,,False,or,,,,1ba51235991d42f9a1840aa40aaa50a8,http://www.leg.state.or.us/bonamici/member_photo.jpg,2011-06-13 14:45:49.480000,2012-07-11 15:44:59.776000
ORL000020,David Nelson,David,,Nelson,,,False,or,,,,dddc98e5c55f47309b2ca8ed335f0a71,http://www.leg.state.or.us/nelson_david/member_photo.jpg,2011-06-13 14:45:49.543000,2013-01-15 16:11:15.498000
ORL000026,Chris Telfer,Chris,,Telfer,,,False,or,,,,d60c3a5798ed4c349d8d5efb6b0d8901,http://www.leg.state.or.us/telfer/member_photo.jpg,2011-06-13 14:45:49.572000,2013-01-15 16:11:15.499000
ORL000028,Joanne Verger,Joanne,,Verger,,,False,or,,,,acddc34b10414221a2aaff4d17125e08,http://www.leg.state.or.us/verger/member_photo.jpg,2011-06-13 14:45:49.578000,2013-01-15 16:11:15.500000
ORL000038,Katie Eyre Brewer,Katie,,Eyre Brewer,,,False,or,,,,45c0bbe276f94f278e5fbf7fd627e1f9,http://www.leg.state.or.us/eyrebrewer/member_photo.jpg,2011-06-13 14:45:49.646000,2013-01-15 16:11:15.479000
ORL000041,Ben Cannon,Ben,,Cannon,,,False,or,,,,ff5a105172304530a4f48fe879a2a1f8,http://www.leg.state.or.us/cannon/member_photo.jpg,2011-06-13 14:45:49.652000,2012-07-11 16:17:54.806000
ORL000044,Jean Cowan,Jean,,Cowan,,,False,or,,,,77d864c084f44826ab7f8503bfb037a0,http://www.leg.state.or.us/cowan/member_photo.jpg,2011-06-13 14:45:49.660000,2013-01-15 16:11:15.480000
ORL000050,Bill Garrard,Bill,,Garrard,,,False,or,,,,57dca09758b440769c09d0cd96d91262,http://www.leg.state.or.us/garrard/member_photo.jpg,2011-06-13 14:45:49.692000,2013-01-15 16:11:15.481000
ORL000061,Dave Hunt,Dave,,Hunt,,,False,or,,,,05399bb847424f1cb6eca4d35063ffef,http://www.leg.state.or.us/hunt/member_photo.jpg,2011-06-13 14:45:49.811000,2013-01-15 16:11:15.482000
ORL000068,Shawn Lindsay,Shawn,,Lindsay,,,False,or,,,,be1f1628ab864593a4a66bfa25bb21d4,http://www.leg.state.or.us/lindsay/member_photo.jpg,2011-06-13 14:45:49.827000,2013-01-15 16:11:15.483000
ORL000072,Mary Nolan,Mary,,Nolan,,,False,or,,,,23ce58761e06425eafc266a35cdca486,http://www.leg.state.or.us/nolan/member_photo.jpg,2011-06-13 14:45:49.849000,2013-01-15 16:11:15.484000
ORL000078,Mike Schaufler,Mike,,Schaufler,,,False,or,,,,75e7c353bbc54e8e9c2dd85ed780cffe,http://www.leg.state.or.us/schaufler/member_photo.jpg,2011-06-13 14:45:49.882000,2013-01-15 16:11:15.491000
ORL000079,Patrick Sheehan,Patrick,,Sheehan,,,False,or,,,,6d1a56b1cecf43f2b8bf5dad0bece8ae,http://www.leg.state.or.us/sheehan/member_photo.jpg,2011-06-13 14:45:49.884000,2013-01-15 16:11:15.492000
ORL000080,Jefferson Smith,Jefferson,,Smith,,,False,or,,,,85de4bee74c44611bd849bb4adae2e8e,http://www.leg.state.or.us/smithj/member_photo.jpg,2011-06-13 14:45:49.887000,2013-01-15 16:11:15.493000
ORL000086,Matt Wand,Matt,,Wand,,,False,or,,,,b911637660cf4c7c9ad481d743aa8b26,http://www.leg.state.or.us/wand/member_photo.jpg,2011-06-13 14:45:49.921000,2013-01-15 16:11:15.495000
ORL000089,Matt Wingard,Matt,,Wingard,,,False,or,,,,b61ef92505e24e45be65de3662c56308,http://www.leg.state.or.us/wingard/member_photo.jpg,2011-06-13 14:45:49.928000,2013-01-15 16:11:15.496000
ORL000019,Frank Morse,Frank,,Morse,,,False,or,,,,ab1fb2a7ee984ccc8b77ea8457818798,http://www.leg.state.or.us/morse/member_photo.jpg,2011-06-13 14:45:49.540000,2012-12-17 19:47:16.561000
ORL000101,Brent Barton,Brent,,Barton,,,True,or,lower,40,Democratic,,http://www.leg.state.or.us/barton/member_photo.jpg,2013-01-15 16:11:14.950000,2013-03-01 01:05:23.783000
ORL000105,David Gomberg,David,,Gomberg,,,True,or,lower,10,Democratic,eef5fcbd40804984b80a6f7153d044bd,http://www.leg.state.or.us/gomberg/member_photo.jpg,2013-01-15 16:11:15.066000,2013-03-01 01:05:23.785000
ORL000040,Kevin Cameron,Kevin,,Cameron,,,True,or,lower,19,Republican,3acd207a007341d68c72a3f7bac9e397,http://www.leg.state.or.us/cameron/member_photo.jpg,2011-06-13 14:45:49.650000,2013-03-01 01:05:23.787000
ORL000053,Vic Gilliam,Vic,,Gilliam,,,True,or,lower,18,Republican,4fdff13fa62b4f32bfaf0edbcc28c1f7,http://www.leg.state.or.us/gilliam/member_photo.jpg,2011-06-13 14:45:49.754000,2013-03-01 01:05:23.790000
ORL000109,Jeff Reardon,Jeff,,Reardon,,,True,or,lower,48,Democratic,c3466dec47c04cccac051088004ddcad,http://www.leg.state.or.us/reardon/member_photo.jpg,2013-01-15 16:11:15.212000,2013-03-01 01:05:23.792000
