NVL000002,Shirley A Breeden,Shirley,A,Breeden,,,False,nv,,,,2186a6a4cbc648b2a9f5e1bfda58c7e2,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Breeden.jpg,2010-09-01 16:27:46.963000,2013-01-09 22:29:27.948000
NVL000001,Mark E Amodei,Mark,E,Amodei,,,False,nv,,,,8500e14fe6414f42a6434ac8ce619380,http://www.leg.state.nv.us/73rd/Legislators/senators/Images/Amodei.jpg,2010-09-01 16:27:46.961000,2011-01-10 23:44:48.987000
NVL000008,Warren B Hardy II,Warren,B,Hardy II,,,False,nv,,,,1a34b63790d14a37acfdb3781a5b2f6f,http://www.leg.state.nv.us/73rd/legislators/senators/Images/Hardy.jpg,2010-09-01 16:27:46.973000,2011-01-10 23:44:48.987000
NVL000015,William J Raggio,William,J,Raggio,,,False,nv,,,,e913fc6c314d4221a051221bb8e47573,http://www.leg.state.nv.us/71st/legislators/Senators/Raggio_files/image002.jpg,2010-09-01 16:27:47.007000,2012-06-05 17:19:57.054000
NVL000018,Randolph Townsend,Randolph,,Townsend,,,False,nv,,,,e14b36250fc54eb4bbc786d3e5f1eef4,http://www.leg.state.nv.us/73rd/legislators/senators/Images/Townsend.jpg,2010-09-01 16:27:47.012000,2011-01-10 23:44:48.990000
NVL000019,Maurice E Washington,Maurice,E,Washington,,,False,nv,,,,5d192b0fee6a40139b2529fc71f6d846,http://www.leg.state.nv.us/73rd/Legislators/senators/Images/Washington.jpg,2010-09-01 16:27:47.014000,2011-01-10 23:44:48.990000
NVL000069,Barbara Buckley,Barbara,,Buckley,,,False,nv,,,,dd9c18285dff42c192939db5133f264c,http://www.leg.state.nv.us/73rd/legislators/assembly/Images/Buckley.jpg,2010-12-02 20:06:27.492000,2011-01-10 23:44:48.986000
NVL000088,Ellen M Koivisto,Ellen,M,Koivisto,,,False,nv,,,,f89da110ef9b488780881da11abdfc11,http://www.leg.state.nv.us/73rd/legislators/assembly/Images/Koivisto.jpg,2010-12-02 20:06:27.543000,2011-01-10 23:44:48.969000
NVL000093,Kathy McClain,Kathy,,McClain,,,False,nv,,,,fc33777863c44cf7bd1c5346d255acc4,http://www.leg.state.nv.us/73rd/legislators/assembly/Images/McClain.jpg,2010-12-02 20:06:27.552000,2011-01-10 23:44:48.969000
NVL000094,Harry Mortenson,Harry,,Mortenson,,,False,nv,,,,eec3766e14604311a529b0a343dbfc5e,http://www.leg.state.nv.us/73rd/legislators/assembly/Images/Mortenson.jpg,2010-12-02 20:06:27.554000,2011-01-10 23:44:48.985000
NVL000108,Elizabeth Nicole Halseth,Elizabeth,Nicole,Halseth,,,False,nv,,,,b54163d0ca5d416d819f637e77c7681f,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Halseth.jpg,2011-01-14 22:24:08.278000,2012-12-17 19:07:07.348000
NVL000003,Terry Care,Terry,,Care,,,False,nv,,,,d91fa0d13d854c299bde798e852b0f14,http://www.leg.state.nv.us/73rd/Legislators/senators/Images/Care.jpg,2010-09-01 16:27:46.965000,2011-01-10 23:44:48.989000
NVL000006,Bob Coffin,Bob,,Coffin,,,False,nv,,,,3ef6c048521d4174802ae242dba21357,http://www.leg.state.nv.us/73rd/legislators/Senators/Images/Coffin.jpg,2010-09-01 16:27:46.970000,2011-01-10 23:44:48.987000
NVL000007,Allison Copening,Allison,,Copening,,,False,nv,,,,72e54ce64b354ecda480a8f381d966b2,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Copening.jpg,2010-09-01 16:27:46.971000,2013-01-09 22:29:27.950000
NVL000009,Steven A Horsford,Steven,A,Horsford,,,False,nv,,,,94fac5de79de4911b2d3caa4389d5c25,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Horsford.jpg,2010-09-01 16:27:46.974000,2013-01-09 22:29:27.951000
NVL000010,John J Lee,John,J,Lee,,,False,nv,,,,34d9fb38034646e88ec81e73bdc6babf,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Lee.jpg,2010-09-01 16:27:46.976000,2013-01-09 22:29:27.952000
NVL000011,Bernice Mathews,Bernice,,Mathews,,,False,nv,,,,e880c310309a43fd8387e1e22335f552,http://www.leg.state.nv.us/73rd/legislators/Senators/Images/Mathews.jpg,2010-09-01 16:27:46.990000,2011-01-10 23:44:48.989000
NVL000012,Mike McGinness,Mike,,McGinness,,,False,nv,,,,79245cac36834bc29d61bab239bc1727,http://www.leg.state.nv.us/Senate/Current/Senators/Images/McGinness.jpg,2010-09-01 16:27:46.991000,2013-01-09 22:29:27.953000
NVL000013,Dennis Nolan,Dennis,,Nolan,,,False,nv,,,,eea9d6c6b46a44b7ac8e8daae1b8ebf8,http://www.leg.state.nv.us/73rd/legislators/senators/Images/Nolan.jpg,2010-09-01 16:27:46.993000,2011-01-10 23:44:48.989000
NVL000016,Dean A Rhoads,Dean,A,Rhoads,,,False,nv,,,,b0bc94e265844ba2b01f8a66f01ddcb3,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Rhoads.jpg,2010-09-01 16:27:47.008000,2013-01-09 22:29:27.955000
NVL000017,Michael A Schneider,Michael,A,Schneider,,,False,nv,,,,ce9a2a52ff084a638d212ef0356480bd,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Schneider.jpg,2010-09-01 16:27:47.010000,2013-01-09 22:29:27.957000
NVL000020,Valerie Wiener,Valerie,,Wiener,,,False,nv,,,,a6e2a62a5851431695aff835810f2d73,http://www.leg.state.nv.us/Senate/Current/Senators/Images/Wiener.jpg,2010-09-01 16:27:47.015000,2013-01-09 22:29:27.958000
