NHL000073,Anne S Cartwright,Anne,S,Cartwright,,,False,nh,,,,2fd85904b1d942ddb5be01d06997c570,,2011-06-21 18:49:56.958000,2013-01-04 00:08:31.548000
NHL000074,Frank G Case,Frank,G,Case,,,False,nh,,,,a68599cb360d4ae2a51d77dcd7e22a32,,2011-06-21 18:49:56.960000,2013-01-04 00:08:31.549000
NHL000086,Jennifer R Coffey,Jennifer,R,Coffey,,,False,nh,,,,9a6928ce423f4668b2335592a870527a,http://www.gencourt.state.nh.us/house/images/memberpics/376804.jpg,2011-06-21 18:49:56.985000,2013-01-04 00:08:31.561000
NHL000099,Jennifer Daler,Jennifer,,Daler,,,False,nh,,,,8f97ae5a96e14c4e8d4c3572990b1dd5,,2011-06-21 18:49:57.012000,2013-01-04 00:08:31.574000
NHL000104,Cameron W DeJong,Cameron,W,DeJong,,,False,nh,,,,486af61f85b945a9bdc3c40a02beec22,http://www.gencourt.state.nh.us/house/images/memberpics/376929.jpg,2011-06-21 18:49:57.022000,2013-01-04 00:08:31.585000
NHL000108,Stephen T DeStefano,Stephen,T,DeStefano,,,False,nh,,,,3491857ead164b8da90c007d4fffebd1,,2011-06-21 18:49:57.030000,2013-01-04 00:08:31.590000
NHL000111,Shaun S Doherty,Shaun,S,Doherty,,,False,nh,,,,0d413462556f4aac98eb04f6fd387c81,,2011-06-21 18:49:57.037000,2013-01-04 00:08:31.593000
NHL000115,Richard B Drisko,Richard,B,Drisko,,,False,nh,,,,ec5aaa7d84234f9e84343d386bd2defd,,2011-06-21 18:49:57.047000,2013-01-04 00:08:31.597000
NHL000118,Stephanie Eaton,Stephanie,,Eaton,,,False,nh,,,,c4fb070f553540e6b1beed6b3d907532,,2011-06-21 18:49:57.069000,2013-01-04 00:08:31.600000
NHL000121,Larry Emerton,Larry,,Emerton,,,False,nh,,,,4166b3ec250841d097eaf79d72ec3e67,,2011-06-21 18:49:57.076000,2013-01-04 00:08:31.605000
NHL000129,Robert A Foose,Robert,A,Foose,,,False,nh,,,,afd1c6ef9a2b40e7a022837b0b041996,,2011-06-21 18:49:57.092000,2013-01-04 00:08:31.612000
NHL000134,Laura J Gandia,Laura,J,Gandia,,,False,nh,,,,2f5e46904fab4681bd42f061c58887d5,,2011-06-21 18:49:57.124000,2013-01-04 00:08:31.670000
NHL000146,Carlos E Gonzalez,Carlos,E,Gonzalez,,,False,nh,,,,55bebe472bfc41499a30b3ad4a007c1c,,2011-06-21 18:49:57.159000,2013-01-04 00:08:31.681000
NHL000158,Christine C Hamm,Christine,C,Hamm,,,False,nh,,,,e92231cf90cf4439befe1c317477e6d6,,2011-06-21 18:49:57.193000,2013-01-04 00:08:31.697000
NHL000164,Kenneth Hawkins,Kenneth, ,Hawkins,,,False,nh,,,,9dcd16bb787241b784660c8e4050f610,,2011-06-21 18:49:57.205000,2013-01-04 00:08:31.704000
NHL000172,Roland P Hofemann,Roland,P,Hofemann,,,False,nh,,,,82bb3920ec6843bbaef31af2934f21a5,,2011-06-21 18:49:57.234000,2013-01-04 00:08:32.002000
NHL000173,Edith A Hogan,Edith,A,Hogan,,,False,nh,,,,8fb909086fdc4cb9b2da3cc29d050465,,2011-06-21 18:49:57.236000,2013-01-04 00:08:31.712000
NHL000175,Frank R Holden,Frank,R,Holden,,,False,nh,,,,0c35e53f15ff494894e8f3d63f1246d7,,2011-06-21 18:49:57.245000,2013-01-04 00:08:31.714000
NHL000179,Thomas J Howard,Thomas,J,Howard,,,False,nh,,,,a0faefae14214376a61eb68a65a9a089,,2011-06-21 18:49:57.253000,2013-01-04 00:08:31.718000
NHL000184,Paul C Ingbretson,Paul,C,Ingbretson,,,False,nh,,,,dc249305fceb4956bb38387901706fe4,,2011-06-21 18:49:57.275000,2013-01-04 00:08:31.722000
NHL000197,Thomas E Keane,Thomas,E,Keane,,,False,nh,,,,55bf9c6f61ec45f6a323a9b279060592,,2011-06-21 18:49:57.318000,2013-01-04 00:08:31.733000
