FLL000030,Nan H Rich,Nan,H,Rich,,,False,fl,,,,db40bf852c2f4764bb8258734fca7ad3,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s034.jpg,2011-03-02 21:41:52.169000,2012-12-05 20:07:55.916000
FLL000004,Michael S Bennett,Michael,S,Bennett,,Mike,False,fl,,,,6cea3b6dde4a4a798943dd7863cd86e5,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s021.jpg,2011-03-02 21:41:52.089000,2012-12-05 20:07:55.896000
FLL000011,Paula Dockery,Paula,,Dockery,,,False,fl,,,,3ee0aa4aee8a44d0b6f530b73ee79683,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s015.jpg,2011-03-02 21:41:52.112000,2012-12-05 20:07:55.672000
FLL000018,Mike Haridopolos,Mike,,Haridopolos,,,False,fl,,,,93a81143728f4a7a95acd3db9135b635,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s026.jpg,2011-03-02 21:41:52.148000,2012-12-05 20:07:55.927000
FLL000020,Anthony C Hill Sr.,Anthony,C,Hill,Sr.,Tony,False,fl,,,,547c40b025d043f9a25ea6916eebc719,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s001.jpg,2011-03-02 21:41:52.151000,2012-06-06 17:17:17.744000
FLL000021,Dennis L Jones,Dennis,L,Jones,,D.C.,False,fl,,,,264f61420b2f4835bc2115a0db78ef32,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s013.jpg,2011-03-02 21:41:52.153000,2012-12-05 20:07:55.910000
FLL000029,Steve Oelrich,Steve,,Oelrich,,,False,fl,,,,3e46c3da6f8a404d98c776cb76048bea,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s014.jpg,2011-03-02 21:41:52.167000,2012-12-05 20:07:55.915000
FLL000046,Gary Aubuchon,Gary,,Aubuchon,,,False,fl,,,,7a5ab533055f4446a9833e4119bb5355,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4363.jpg,2011-03-02 21:41:52.217000,2012-12-05 20:07:55.739000
FLL000048,Leonard L Bembry,Leonard,L,Bembry,,,False,fl,,,,a9369424482248f3b9bd41dbdd548f6d,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4438.jpg,2011-03-02 21:41:52.221000,2012-12-05 20:07:55.741000
FLL000052,Esteban Bovo Jr.,Esteban,,Bovo,Jr.,,False,fl,,,,545cf177255241e6afb930ba45493c14,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4460.jpg,2011-03-02 21:41:52.228000,2012-06-06 17:26:12.064000
FLL000061,Dean Cannon,Dean,,Cannon,,Geri,False,fl,,,,939e1800291d4c768ffcedfa34f26ab6,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4340.jpg,2011-03-02 21:41:52.247000,2012-12-05 20:07:55.926000
FLL000067,Fredrick W Costello,Fredrick,W,Costello,,Fred,False,fl,,,,46b5f42c1f9b4f0fab78fb7c5b9a2c4f,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4499.jpg,2011-03-02 21:41:52.260000,2012-12-05 20:07:55.761000
FLL000072,Chris Dorworth,Chris,,Dorworth,,,False,fl,,,,ab60068e55ef4aca83d77233779bc6b2,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4419.jpg,2011-03-02 21:41:52.269000,2012-12-05 20:07:55.774000
FLL000100,Paige Kreegel,Paige,,Kreegel,,,False,fl,,,,23bb87c8cc804373ba8406a8dbfca121,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4348.jpg,2011-03-02 21:41:52.368000,2012-12-05 20:07:55.804000
FLL000101,Rick Kriseman,Rick,,Kriseman,,,False,fl,,,,f778a65da48e4a6581e5c1b6e750db6a,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4393.jpg,2011-03-02 21:41:52.370000,2012-12-05 20:07:55.805000
FLL000104,Carlos Lopez-Cantera,Carlos,,Lopez-Cantera,,,False,fl,,,,d8bfda586417426bb35817d0984fb9f2,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4357.jpg,2011-03-02 21:41:52.375000,2012-12-05 20:07:55.925000
FLL000124,William L Proctor,William,L,Proctor,,Bill,False,fl,,,,69a63f25f8c64b9daeab4194889221b4,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4353.jpg,2011-03-02 21:41:52.414000,2012-12-05 20:07:55.845000
FLL000135,Ron Saunders,Ron,,Saunders,,,False,fl,,,,fc0832ebba044df79630b42bb5738ddb,http://www.flhouse.gov/FileStores/Web/Imaging/Member/3041.jpg,2011-03-02 21:41:52.454000,2012-12-05 20:07:55.855000
FLL000140,William D Snyder,William,D,Snyder,,,False,fl,,,,b853d0aaf60a4f9ca6ae6b5e1dafe0b3,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4376.jpg,2011-03-02 21:41:52.463000,2012-12-05 20:07:55.861000
FLL000144,Richard L Steinberg,Richard,L,Steinberg,,,False,fl,,,,ad5893961e5d4c1bbcd85950cf9f32d0,http://www.flhouse.gov/FileStores/Web/Imaging/Member/4459.jpg,2011-03-02 21:41:52.494000,2012-06-06 17:23:15.893000
FLL000005,Ellyn Setnor Bogdanoff,Ellyn,Setnor,Bogdanoff,,,False,fl,,,,e6415764a93246fca324f0d6d093ceb0,http://www.flsenate.gov/userContent/Senators/2010-2012/photos/s025.jpg,2011-03-02 21:41:52.100000,2013-03-01 01:24:08.258000
