state,session,chamber,bill_id,date,action,actor,type
dc,19,upper,B 19-0806,2012-12-18 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0807,2012-06-14 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0807,2012-06-26 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0807,2012-06-29 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0807,2012-07-09 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0807,2012-07-09 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0807,2012-07-13 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0808,2012-06-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0808,2012-08-08 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0809,2012-06-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0809,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0809,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0809,2012-07-25 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0809,2012-07-25 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0809,2012-07-27 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0810,2012-06-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0810,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0810,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0810,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0810,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0810,2012-07-30 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0811,2012-06-20 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0811,2012-07-02 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0812,2012-06-20 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0812,2012-07-02 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0813,2012-06-20 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0814,2012-06-20 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0814,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0814,2012-07-13 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0814,2012-07-13 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0814,2012-07-13 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0814,2012-07-16 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0815,2012-06-20 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0815,2012-07-10 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0815,2012-09-19 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0815,2012-09-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0815,2012-10-05 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0815,2012-10-05 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0815,2012-10-09 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0815,2012-10-23 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0816,2012-06-20 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0817,2012-06-22 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0817,2012-06-26 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0817,2012-06-29 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0817,2012-07-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0817,2012-07-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0817,2012-07-12 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0818,2012-06-22 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0818,2012-06-26 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0818,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0818,2012-07-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0818,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0818,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0818,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0818,2012-08-07 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0819,2012-06-22 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0819,2012-12-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0819,2012-12-18 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0820,2012-06-26 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0820,2012-06-26 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0820,2012-06-29 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0820,2012-07-09 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0820,2012-07-09 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0820,2012-07-13 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0821,2012-06-26 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0821,2012-06-26 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0821,2012-06-29 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0821,2012-07-13 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0821,2012-07-13 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0821,2012-07-16 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0822,2012-06-26 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0822,2012-06-26 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0822,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0822,2012-07-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0822,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0822,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0822,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0822,2012-08-01 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0823,2012-06-26 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0823,2012-11-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0823,2012-11-15 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0824,2012-06-26 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0824,2012-12-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0825,2012-06-26 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0825,2012-12-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0826,2012-06-26 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0827,2012-06-27 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0827,2012-11-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0827,2012-11-15 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0827,2012-11-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0827,2012-12-02 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0827,2012-12-02 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0827,2012-12-05 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0828,2012-06-27 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0828,2012-12-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0829,2012-06-29 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0829,2012-10-02 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0829,2012-10-02 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0829,2012-10-16 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0829,2012-10-23 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0829,2012-11-02 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0829,2012-11-02 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0829,2012-11-02 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0830,2012-07-02 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0830,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0830,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0830,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0830,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0830,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0831,2012-07-02 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0831,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0831,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0831,2012-07-25 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0831,2012-07-25 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0831,2012-07-27 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0832,2012-07-02 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0832,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0832,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0832,2012-07-18 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0832,2012-07-18 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0832,2012-07-19 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0833,2012-07-02 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0833,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0834,2012-07-02 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0834,2012-07-10 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0835,2012-07-02 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0836,2012-07-03 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0836,2012-08-08 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0837,2012-07-03 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0837,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0837,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0837,2012-07-30 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0837,2012-07-30 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0837,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0838,2012-07-03 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0839,2012-07-03 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0839,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0839,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0839,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0839,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0839,2012-07-30 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0840,2012-07-05 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0840,2012-08-08 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0841,2012-07-05 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0841,2012-08-08 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0842,2012-07-05 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0842,2012-08-08 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0843,2012-07-03 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0843,2012-08-08 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0844,2012-07-05 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0844,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0844,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0844,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0844,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0844,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0845,2012-07-05 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0845,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0845,2012-07-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0845,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0845,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0845,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0846,2012-07-05 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0846,2012-10-02 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0846,2012-10-12 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0846,2012-10-23 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0846,2012-10-23 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0846,2012-10-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0847,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0847,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0847,2012-07-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0847,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0847,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0847,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0848,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0848,2012-08-08 00:00:00,Withdrawn,upper,bill:withdrawn
dc,19,upper,B 19-0849,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0849,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0849,2012-07-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0849,2012-07-31 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0849,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0849,2012-07-31 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0850,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0851,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0851,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0851,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0851,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0851,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0851,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0852,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0852,2012-07-10 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0852,2012-09-19 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0852,2012-09-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0852,2012-10-04 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0852,2012-10-04 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0852,2012-10-09 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0852,2012-10-23 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0853,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0853,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0853,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0853,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0853,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0853,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0854,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0854,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0854,2012-07-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0854,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0854,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0854,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0855,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0855,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0855,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0855,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0855,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0855,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0856,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0856,2012-11-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0856,2012-11-15 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0856,2012-11-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0856,2012-11-30 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0856,2012-11-30 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0856,2012-12-05 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0857,2012-07-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0857,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0857,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0857,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0857,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0857,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0858,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0858,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0858,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0858,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0858,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0858,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0859,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0859,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0859,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0859,2012-07-25 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0859,2012-07-25 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0859,2012-07-27 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0860,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0860,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0860,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0860,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0860,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0860,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0861,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0861,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0861,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0861,2012-07-18 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0861,2012-07-18 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0861,2012-07-19 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0862,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0862,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0862,2012-07-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0862,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0862,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0862,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0863,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0863,2012-07-10 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0863,2012-09-19 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0863,2012-09-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0863,2012-10-04 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0863,2012-10-04 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0863,2012-10-09 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0863,2012-10-23 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0864,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0864,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0864,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0864,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0864,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0864,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0865,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0865,2012-07-10 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0865,2012-09-19 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0865,2012-09-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0865,2012-10-04 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0865,2012-10-04 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0865,2012-10-09 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0865,2012-10-23 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0866,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0866,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0866,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0866,2012-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0866,2012-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0866,2012-07-31 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0867,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0867,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0867,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0867,2012-07-25 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0867,2012-07-25 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0867,2012-07-27 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0868,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0868,2012-07-10 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0868,2012-09-19 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0868,2012-09-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0868,2012-10-04 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0868,2012-10-04 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0868,2012-10-09 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0868,2012-10-23 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0869,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0869,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0869,2012-07-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0869,2012-07-25 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0869,2012-07-25 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0869,2012-07-27 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0870,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0870,2012-07-10 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0870,2012-07-18 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0870,2012-07-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0870,2012-07-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0870,2012-07-25 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0871,2012-07-10 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0871,2012-07-10 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0871,2012-09-19 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0871,2012-09-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0871,2012-10-09 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0871,2012-10-09 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0871,2012-10-10 00:00:00,Returned by Mayor,mayor,other
