state,session,chamber,bill_id,date,action,actor,type
dc,19,upper,B 19-0001,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0001,2011-07-06 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0001,2011-07-12 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0001,2011-09-20 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0001,2011-09-27 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0001,2011-10-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0001,2011-10-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0001,2011-10-12 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0001,2011-10-19 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0002,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0002,2011-11-10 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0002,2011-12-06 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0002,2011-12-20 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0002,2012-01-03 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0002,2012-01-17 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0002,2012-01-17 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0002,2012-01-17 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0002,2012-01-19 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0003,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0004,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0005,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0005,2011-03-29 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0005,2011-05-03 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0005,2011-06-07 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0005,2011-06-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0005,2011-06-24 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0005,2011-06-24 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0005,2011-06-27 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0005,2011-07-06 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0006,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0007,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0007,2011-03-11 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0007,2011-06-07 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0007,2011-07-12 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0007,2011-07-15 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0007,2011-07-27 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0007,2011-07-27 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0007,2011-07-29 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0007,2011-09-07 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0008,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0008,2011-07-11 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0008,2011-12-06 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0008,2012-05-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0009,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0010,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0010,2011-05-26 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0010,2011-06-07 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0010,2011-07-12 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0010,2011-07-29 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0010,2011-08-09 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0010,2011-08-09 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0010,2011-08-09 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0010,2011-09-07 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0011,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0011,2012-04-20 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0011,2012-05-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0011,2012-06-05 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0011,2012-06-08 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0011,2012-06-22 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0011,2012-06-22 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0011,2012-06-22 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0011,2012-06-26 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0012,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0013,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0013,2011-06-14 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0013,2011-07-12 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0013,2011-09-20 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0013,2011-09-30 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0013,2011-10-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0013,2011-10-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0013,2011-10-12 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0013,2011-10-19 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0014,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0015,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0016,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0016,2011-12-15 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0016,2012-01-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0016,2012-02-07 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0017,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0017,2012-12-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0018,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0019,2011-01-04 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0020,2011-01-05 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0020,2011-06-30 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0020,2011-07-12 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0020,2011-10-04 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0020,2011-10-11 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0020,2011-10-18 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0020,2011-10-18 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0020,2011-10-19 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0020,2011-10-28 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0021,2011-01-06 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0021,2011-09-28 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0021,2011-10-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0021,2011-10-04 00:00:00,Reconsideration,upper,other
dc,19,upper,B 19-0021,2011-11-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0021,2011-11-08 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0021,2011-11-21 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0021,2011-11-21 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0021,2011-11-21 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0021,2011-11-29 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0022,2011-01-07 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0022,2011-06-21 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0022,2011-06-21 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0022,2011-06-21 00:00:00,Reconsideration,upper,other
dc,19,upper,B 19-0022,2011-07-12 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0022,2011-07-15 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0022,2011-07-28 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0022,2011-07-28 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0022,2011-07-29 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0022,2011-09-07 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0023,2011-01-07 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0024,2011-01-11 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0025,2011-01-13 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0025,2011-01-18 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0026,2011-01-13 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0027,2011-01-13 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0027,2011-06-30 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0027,2011-07-12 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0027,2011-09-20 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0027,2011-09-27 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0027,2011-10-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0027,2011-10-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0027,2011-10-12 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0027,2011-10-19 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0028,2011-01-14 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0028,2011-01-18 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0028,2011-01-24 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0028,2011-02-02 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0028,2011-02-02 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0028,2011-02-02 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0029,2011-01-14 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0030,2011-01-14 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0031,2011-01-14 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0032,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0032,2011-01-18 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0032,2011-01-24 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0032,2011-02-02 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0032,2011-02-02 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0032,2011-02-02 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0033,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0034,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0034,2011-07-07 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0034,2011-07-12 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0034,2011-09-20 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0034,2011-09-30 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0034,2011-10-14 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0034,2011-10-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0034,2011-10-14 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0034,2011-10-19 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0035,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0036,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0036,2011-09-20 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0036,2011-09-20 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0036,2011-10-04 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0036,2011-10-04 00:00:00,Reconsideration,upper,other
dc,19,upper,B 19-0036,2011-10-11 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0036,2011-10-20 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0036,2011-10-20 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0036,2011-10-21 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0036,2011-10-28 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0037,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0037,2011-09-20 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0037,2011-09-20 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0037,2011-10-04 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0037,2011-10-04 00:00:00,Reconsideration,upper,other
dc,19,upper,B 19-0037,2011-10-11 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0037,2011-10-18 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0037,2011-10-18 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0037,2011-10-19 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0037,2011-10-28 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0038,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0039,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0040,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0040,2011-04-05 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0040,2011-04-05 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0040,2011-04-05 00:00:00,Reconsideration,upper,other
dc,19,upper,B 19-0040,2011-04-19 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0040,2011-04-25 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0040,2011-05-03 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0040,2011-05-03 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0040,2011-05-05 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0040,2011-05-18 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0041,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0042,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0043,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0043,2011-12-13 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0043,2012-01-04 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0043,2012-02-07 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0043,2012-02-16 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0043,2012-03-01 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0043,2012-03-01 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0043,2012-03-02 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0043,2012-03-07 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0044,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0044,2011-10-24 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0044,2011-11-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0044,2011-12-06 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0044,2011-12-13 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0044,2011-12-16 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0044,2011-12-16 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0044,2011-12-19 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0044,2012-01-11 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0045,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0046,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0047,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0048,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0049,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0050,2011-01-18 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0050,2011-10-14 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0050,2011-11-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0050,2011-12-06 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0050,2011-12-20 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0050,2011-12-21 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0050,2011-12-21 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0050,2011-12-21 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0050,2012-01-11 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0051,2011-01-20 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0052,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0052,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0052,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0052,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0052,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0052,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0053,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0053,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0053,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0053,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0053,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0053,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0054,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0054,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0054,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0054,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0054,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0054,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0055,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0055,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0055,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0055,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0055,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0055,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0056,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0056,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0056,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0056,2011-02-15 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0056,2011-02-15 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0056,2011-02-16 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0057,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0057,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0057,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0057,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0057,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0057,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0058,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0058,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0058,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0058,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0058,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0058,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0059,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0059,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0059,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0059,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0059,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0059,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0060,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0060,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0060,2011-02-01 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0060,2011-02-02 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0060,2011-02-02 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0060,2011-02-02 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0061,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0061,2011-02-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0061,2011-03-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0061,2011-03-07 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0061,2011-03-15 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0061,2011-03-15 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0061,2011-03-16 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0061,2011-03-24 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0062,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0063,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0063,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0063,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0063,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0063,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0063,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0064,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0064,2011-02-01 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0064,2011-03-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0064,2011-03-07 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0064,2011-03-15 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0064,2011-03-15 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0064,2011-03-16 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0064,2011-03-24 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0065,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0065,2011-02-01 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0065,2011-02-04 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0065,2011-02-11 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0065,2011-02-11 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0065,2011-02-14 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0066,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0066,2011-06-21 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0066,2011-06-21 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0066,2011-06-21 00:00:00,Reconsideration,upper,other
dc,19,upper,B 19-0066,2011-07-12 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0066,2011-07-15 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0066,2011-07-28 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0066,2011-07-28 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0066,2011-07-29 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0066,2011-09-07 00:00:00,Transmitted to Congress,upper,other
dc,19,upper,B 19-0067,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0068,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0069,2011-01-28 00:00:00,Introduction,upper,bill:introduced
dc,19,upper,B 19-0069,2011-04-19 00:00:00,Committee Action,upper,other
dc,19,upper,B 19-0069,2011-05-03 00:00:00,First Vote,upper,bill:reading:1
dc,19,upper,B 19-0069,2011-06-07 00:00:00,Final Vote,upper,bill:reading:3
dc,19,upper,B 19-0069,2011-06-15 00:00:00,Transmitted to Mayor,upper,governor:received
dc,19,upper,B 19-0069,2011-06-28 00:00:00,Signed by Mayor,mayor,governor:signed
dc,19,upper,B 19-0069,2011-06-28 00:00:00,Enacted,upper,other
dc,19,upper,B 19-0069,2011-06-29 00:00:00,Returned by Mayor,mayor,other
dc,19,upper,B 19-0069,2011-07-06 00:00:00,Transmitted to Congress,upper,other
