state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
tn,107,lower,HB 1328,"Adoption - As introduced, extends from 10 to 20 days the time for a parent who has surrendered a child for adoption to revoke such surrender. - Amends TCA Title 36, Chapter 1, Part 1; Title  37, Chapter 2, Part 4 and Section 40-14-103.",2012-02-24 19:51:54.083000,2012-10-13 07:50:36.479000,bill,Family and Children Issues
tn,107,lower,HB 1329,"Child Abuse - As enacted, allows a court to prohibit any person convicted of child abuse or aggravated child abuse from contacting such person's victim if the person does not have any parental rights to such victim, including contact via electronic means. - Amends TCA Title 38; Title 39; Title 40 and Title 41.",2012-02-24 19:51:54.114000,2012-10-13 07:50:36.502000,bill,Legal Issues|Family and Children Issues
tn,107,lower,HB 133,"Lottery, Scholarships and Programs - As introduced, adds University of Tennessee System and Board of Regents as recipients of THEC's annual report on scholarship and grant programs data. - Amends TCA Title 4, Chapter 31; Title 4, Chapter 51; Title 8, Chapter 4; Title 9, Chapter 4 and Title 49.",2012-02-24 19:51:20.826000,2012-09-08 06:49:19.029000,bill,Education|Gambling and Gaming
tn,107,lower,HB 1330,"Child Abuse - As introduced, changes from January 15 to February 1 annual deadline for district attorneys general to submit to the standing judiciary committees their reports on the progress of child protective teams. - Amends TCA Title 36; Title 37 and Title 39, Chapter 15.",2012-02-24 19:51:54.132000,2012-10-13 07:50:36.526000,bill,Legal Issues|Family and Children Issues
tn,107,lower,HB 1331,"Children's Services, Dept. of - As introduced, requires the TBI to conduct any investigation into the department of children's services that is currently conducted by such department and requires TBI to maintain confidentiality of the department's records. - Amends TCA Title 4 and Title 37.",2012-02-24 19:51:54.154000,2012-10-13 07:50:36.535000,bill,Legislative Affairs|Family and Children Issues
tn,107,lower,HB 1332,"Child Abuse - As enacted, revises law regarding custody of abused children.

 - Amends TCA Title 36, Chapter 6; Title 37 and Title 39, Chapter 15, Part 4.",2012-02-24 19:51:54.199000,2012-10-13 07:50:36.580000,bill,Legal Issues|Family and Children Issues
tn,107,lower,HB 1333,"Domestic Violence - As introduced, specifies that injuries to domestic violence victims and sexual assault victims shall not be reported to law enforcement unless the injured person consents to a report. - Amends TCA Title 38, Chapter 1, Part 1.",2012-02-24 19:51:54.216000,2012-10-13 07:50:36.600000,bill,Legal Issues|Family and Children Issues
tn,107,lower,HB 1334,"Law Enforcement - As introduced, exempts information concerning adult victims of domestic abuse or sexual assault from being mandatorily reported by doctors and hospitals to law enforcement unless the patient consents to such reporting. - Amends TCA Section 38-1-101.",2012-02-24 19:51:54.235000,2012-10-13 07:50:36.612000,bill,Legal Issues
tn,107,lower,HB 1335,"Domestic Violence - As introduced, requires health care practitioners to report patient injuries caused or suspected to be caused by domestic violence or abuse to the department of health within 15 days of the date the practitioner has knowledge or suspects the cause of such injuries are the result of such violence or abuse rather than on a monthly basis. - Amends TCA Title 36; Title 39 and Title 40.",2012-02-24 19:51:54.253000,2012-10-13 07:50:36.618000,bill,Legal Issues|Family and Children Issues
tn,107,lower,HB 1336,"Education - As enacted, enacts the ""Special Education Behavioral Supports Act,"" amending current restrictions on isolation and restraint in special education. - Amends TCA Title 49, Chapter 10, Part 13.",2012-02-24 19:51:54.305000,2012-10-18 07:07:28.039000,bill,Education
tn,107,lower,HB 1339,"Environmental Preservation - As introduced, repeals Tennessee Petroleum Underground Storage Tank Act. - Amends TCA Title 68.",2012-02-24 19:51:54.395000,2012-09-08 06:49:37.071000,bill,Environmental
tn,107,lower,HB 134,"Appropriations - As introduced, assigns the state employee staff responsible for the administration of the group insurance for state officials and employees to the department of finance and administration; requires that grant payments under the grant assistance program for nursing home care be made monthly or quarterly instead of monthly. - Amends TCA Title 3; Title 4; Title 5; Title 6; Title 7; Title 8; Title 9; Title 11; Title 12; Title 13; Title 16; Title 33; Title 36; Title 37; Title 38; Title 39; Title 40; Title 41; Title 42; Title 43; Title 44; Title 45; Title 47; Title 48; Title 49; Title 50; Title 54; Title 55; Title 56; Title 57; Title 58; Title 59; Title 60; Title 61; Title 62; Title 63; Title 65; Title 66; Title 67; Title 68; Title 70 and Title 71.",2012-02-24 19:51:20.844000,2012-09-08 06:49:19.033000,bill,"Budget, Spending, and Taxes"
tn,107,lower,HB 1341,"Pharmacy, Pharmacists - As enacted, establishes procedures for pharmacies to transfer Schedule II prescriptions in accord with certain federal and state requirements. - Amends TCA Title 63.",2012-02-24 19:51:54.479000,2012-09-08 06:49:37.102000,bill,Drugs|Health
tn,107,lower,HB 1342,"Public Records - As introduced, designates, as confidential records, certain information submitted to local industrial development corporations by applicant seeking PILOT benefits. - Amends TCA Title 10, Chapter 7, Part 5.",2012-02-24 19:51:54.502000,2012-10-18 07:07:28.175000,bill,Public Services
tn,107,lower,HB 1343,"Lottery, Scholarships and Programs - As introduced, permits home school students to obtain HOPE scholarships as entering freshmen if such students achieve a high school GPA of 3.0 or an ACT score of 21. - Amends TCA Section 49-4-908.",2012-02-24 19:51:54.520000,2012-09-08 06:49:37.120000,bill,Education|Gambling and Gaming
tn,107,lower,HB 1345,"Zoning - As introduced, prohibits rezoning of private property by local government without written consent of property owner. - Amends TCA Section 13-7-208.",2012-02-24 19:51:54.555000,2012-09-08 06:49:37.129000,bill,Municipal and County Issues
tn,107,lower,HB 1346,"Wine & Wineries - As introduced, allows winery to sell and transport up to 3,000 cases of wine to restaurants and hotels licensed to serve wine for on-premises consumption. - Amends TCA Section 57-3-207.",2012-02-24 19:51:54.571000,2012-10-18 07:07:28.191000,bill,Drugs
tn,107,lower,HB 135,"Appropriations - As introduced, requires federal economic recovery funds received during calendar year 2010 to be specifically appropriated by the general assembly. - Amends TCA Title 4; Title 8; Title 9 and Title 67.",2012-02-24 19:51:20.858000,2012-09-08 06:49:19.037000,bill,"Budget, Spending, and Taxes"
